p1_lat,p1_long,p2_lat,p2_long,n,region
37.77449,-122.43432,37.77356,-122.43413,37,San Francisco
37.77356,-122.43413,37.77263,-122.43394,37,San Francisco
37.77263,-122.43394,37.77179,-122.43377,37,San Francisco
37.79763,-122.40863,37.79733,-122.40857,25,San Francisco
37.79733,-122.40857,37.79671,-122.40845,25,San Francisco
37.79671,-122.40845,37.79658,-122.40842,25,San Francisco
37.79658,-122.40842,37.79583,-122.40827,25,San Francisco
37.79583,-122.40827,37.79495,-122.40809,25,San Francisco
37.79495,-122.40809,37.7948,-122.40806,35,San Francisco
37.7948,-122.40806,37.79407,-122.40791,35,San Francisco
37.79407,-122.40791,37.79318,-122.40774,35,San Francisco
37.79318,-122.40774,37.79305,-122.40771,25,San Francisco
37.79305,-122.40771,37.79275,-122.40765,25,San Francisco
37.79275,-122.40765,37.79192,-122.40747,25,San Francisco
37.79192,-122.40747,37.79028,-122.40715,25,San Francisco
37.79028,-122.40715,37.79028,-122.40715,25,San Francisco
37.79028,-122.40715,37.78996,-122.40708,25,San Francisco
37.78996,-122.40708,37.78951,-122.40699,25,San Francisco
37.78951,-122.40699,37.78944,-122.40698,25,San Francisco
37.78944,-122.40698,37.78936,-122.40697,25,San Francisco
37.78936,-122.40697,37.78895,-122.40688,25,San Francisco
37.78895,-122.40688,37.78881,-122.40685,25,San Francisco
37.78881,-122.40685,37.78858,-122.40681,25,San Francisco
37.78858,-122.40681,37.7885,-122.40679,25,San Francisco
37.7885,-122.40679,37.7887,-122.40525,728,San Francisco
37.7887,-122.40525,37.78881,-122.40437,728,San Francisco
37.78881,-122.40437,37.7889,-122.40368,728,San Francisco
37.78248,-122.39286,37.78215,-122.39327,13,San Francisco
37.78215,-122.39327,37.78216,-122.3933,13,San Francisco
37.78216,-122.3933,37.78216,-122.39344,13,San Francisco
37.78216,-122.39344,37.78211,-122.39358,13,San Francisco
37.78211,-122.39358,37.7817,-122.39411,13,San Francisco
37.7817,-122.39411,37.78165,-122.39416,13,San Francisco
37.78165,-122.39416,37.78126,-122.39465,13,San Francisco
37.78126,-122.39465,37.78115,-122.3947,13,San Francisco
37.78115,-122.3947,37.78111,-122.39469,13,San Francisco
37.78111,-122.39469,37.78107,-122.39467,13,San Francisco
37.78107,-122.39467,37.78105,-122.39466,13,San Francisco
37.78105,-122.39466,37.78077,-122.39501,13,San Francisco
37.79709,-122.39835,37.79724,-122.3972,287,San Francisco
37.79724,-122.3972,37.79725,-122.39714,287,San Francisco
37.79725,-122.39714,37.79669,-122.39704,287,San Francisco
37.79669,-122.39704,37.7966,-122.39702,287,San Francisco
37.7966,-122.39702,37.79652,-122.39703,287,San Francisco
37.79652,-122.39703,37.79635,-122.39699,287,San Francisco
37.79635,-122.39699,37.79631,-122.39688,156,San Francisco
37.79663,-122.39556,37.7966,-122.39552,156,San Francisco
37.7966,-122.39552,37.79652,-122.39545,156,San Francisco
37.79652,-122.39545,37.79608,-122.39508,156,San Francisco
37.79608,-122.39508,37.79595,-122.39497,156,San Francisco
37.79595,-122.39497,37.79583,-122.39488,156,San Francisco
37.79583,-122.39488,37.79571,-122.39481,156,San Francisco
37.79571,-122.39481,37.79561,-122.39474,156,San Francisco
37.79561,-122.39474,37.79532,-122.39458,156,San Francisco
37.79532,-122.39458,37.79502,-122.39435,156,San Francisco
37.79502,-122.39435,37.79493,-122.39426,156,San Francisco
37.79493,-122.39426,37.79494,-122.39421,179,San Francisco
37.79494,-122.39421,37.79516,-122.39405,179,San Francisco
37.79516,-122.39405,37.79519,-122.39401,179,San Francisco
37.79519,-122.39401,37.79521,-122.39398,179,San Francisco
37.78632,-122.41647,37.78573,-122.41635,564,San Francisco
37.78573,-122.41635,37.78539,-122.41628,564,San Francisco
37.78539,-122.41628,37.78445,-122.41609,447,San Francisco
37.78445,-122.41609,37.78352,-122.4159,447,San Francisco
37.78352,-122.4159,37.78286,-122.41577,447,San Francisco
37.78286,-122.41577,37.78276,-122.41575,447,San Francisco
37.78276,-122.41575,37.78259,-122.41572,447,San Francisco
37.78166,-122.41553,37.78087,-122.41537,424,San Francisco
37.78087,-122.41537,37.78073,-122.41534,424,San Francisco
37.79351,-122.39763,37.79353,-122.39751,169,San Francisco
37.79353,-122.39751,37.79365,-122.39655,169,San Francisco
37.79365,-122.39655,37.79366,-122.39648,169,San Francisco
37.79366,-122.39648,37.79365,-122.39648,261,San Francisco
37.79365,-122.39648,37.79346,-122.39644,261,San Francisco
37.79346,-122.39644,37.79339,-122.39643,261,San Francisco
37.79339,-122.39643,37.79329,-122.3964,261,San Francisco
37.79329,-122.3964,37.79325,-122.3964,261,San Francisco
37.79335,-122.39628,37.79345,-122.39618,649,San Francisco
37.79345,-122.39618,37.79374,-122.39581,649,San Francisco
37.79374,-122.39581,37.79383,-122.39569,649,San Francisco
37.79383,-122.39569,37.79381,-122.39567,73,San Francisco
37.79381,-122.39567,37.79372,-122.39556,73,San Francisco
37.79372,-122.39556,37.79296,-122.3946,73,San Francisco
37.79296,-122.3946,37.79256,-122.3941,73,San Francisco
37.79256,-122.3941,37.79184,-122.39319,32,San Francisco
37.79184,-122.39319,37.79178,-122.39312,32,San Francisco
37.79178,-122.39312,37.79129,-122.39251,32,San Francisco
37.79129,-122.39251,37.7909,-122.39201,32,San Francisco
37.7909,-122.39201,37.79087,-122.39197,32,San Francisco
37.79087,-122.39197,37.79073,-122.3918,32,San Francisco
37.79073,-122.3918,37.79071,-122.39178,32,San Francisco
37.79071,-122.39178,37.79047,-122.39148,32,San Francisco
37.79047,-122.39148,37.79035,-122.39132,32,San Francisco
37.79035,-122.39132,37.79008,-122.39098,32,San Francisco
37.79383,-122.39569,37.79391,-122.39559,576,San Francisco
37.79391,-122.39559,37.79426,-122.39515,576,San Francisco
37.79426,-122.39515,37.79441,-122.39495,576,San Francisco
37.79441,-122.39495,37.79442,-122.39493,576,San Francisco
37.79442,-122.39493,37.79443,-122.39492,576,San Francisco
37.79443,-122.39492,37.79444,-122.39488,576,San Francisco
37.79444,-122.39488,37.79445,-122.39484,576,San Francisco
37.79445,-122.39484,37.79445,-122.39481,553,San Francisco
37.79445,-122.39481,37.79442,-122.39473,553,San Francisco
37.79442,-122.39473,37.7944,-122.3947,553,San Francisco
37.7944,-122.3947,37.79438,-122.39468,553,San Francisco
37.79438,-122.39468,37.79416,-122.39439,553,San Francisco
37.79325,-122.39321,37.79252,-122.3923,41,San Francisco
37.79252,-122.3923,37.79224,-122.39195,41,San Francisco
37.79224,-122.39195,37.792,-122.39165,41,San Francisco
37.77885,-122.40828,37.77793,-122.40713,91,San Francisco
37.77793,-122.40713,37.77771,-122.40684,91,San Francisco
37.77771,-122.40684,37.77763,-122.40674,91,San Francisco
37.78912,-122.43221,37.78902,-122.43219,17,San Francisco
37.78902,-122.43219,37.78825,-122.43203,17,San Francisco
37.78825,-122.43203,37.78817,-122.43202,17,San Francisco
37.78817,-122.43202,37.78808,-122.432,17,San Francisco
37.78808,-122.432,37.7877,-122.43192,17,San Francisco
37.7877,-122.43192,37.78732,-122.43185,17,San Francisco
37.78732,-122.43185,37.78723,-122.43183,17,San Francisco
37.78723,-122.43183,37.78716,-122.43182,17,San Francisco
37.78716,-122.43182,37.78682,-122.43175,17,San Francisco
37.78682,-122.43175,37.78638,-122.43166,17,San Francisco
37.78638,-122.43166,37.7863,-122.43164,17,San Francisco
37.7863,-122.43164,37.78623,-122.43163,17,San Francisco
37.78623,-122.43163,37.78603,-122.43159,17,San Francisco
37.78603,-122.43159,37.78545,-122.43147,17,San Francisco
37.78545,-122.43147,37.78537,-122.43145,17,San Francisco
37.78537,-122.43145,37.78529,-122.43144,17,San Francisco
37.78529,-122.43144,37.78515,-122.43141,17,San Francisco
37.78515,-122.43141,37.78501,-122.43138,17,San Francisco
37.78501,-122.43138,37.7848,-122.43134,17,San Francisco
37.7848,-122.43134,37.78473,-122.43133,17,San Francisco
37.77306,-122.43913,37.77293,-122.43911,250,San Francisco
37.77293,-122.43911,37.77307,-122.438,279,San Francisco
37.77307,-122.438,37.77313,-122.43749,279,San Francisco
37.77313,-122.43749,37.77314,-122.43739,279,San Francisco
37.77314,-122.43739,37.77317,-122.43723,253,San Francisco
37.77317,-122.43723,37.7732,-122.43692,253,San Francisco
37.7732,-122.43692,37.77321,-122.43685,253,San Francisco
37.77321,-122.43685,37.77335,-122.43577,253,San Francisco
37.77335,-122.43577,37.77342,-122.43522,424,San Francisco
37.77342,-122.43522,37.77356,-122.43413,424,San Francisco
37.77356,-122.43413,37.77377,-122.43249,657,San Francisco
37.77377,-122.43249,37.77398,-122.43084,654,San Francisco
37.77398,-122.43084,37.77405,-122.4303,654,San Francisco
37.77405,-122.4303,37.77419,-122.42919,654,San Francisco
37.77419,-122.42919,37.7744,-122.42755,647,San Francisco
37.7744,-122.42755,37.7746,-122.42591,752,San Francisco
37.7746,-122.42591,37.77481,-122.42431,757,San Francisco
37.77481,-122.42431,37.77482,-122.42421,757,San Francisco
37.77482,-122.42421,37.77483,-122.4241,757,San Francisco
37.77483,-122.4241,37.77485,-122.424,757,San Francisco
37.77485,-122.424,37.77501,-122.42272,757,San Francisco
37.77501,-122.42272,37.77502,-122.42262,757,San Francisco
37.77502,-122.42262,37.77504,-122.42252,653,San Francisco
37.77504,-122.42252,37.77511,-122.4219,653,San Francisco
37.77511,-122.4219,37.77515,-122.4216,653,San Francisco
37.77515,-122.4216,37.77522,-122.4211,653,San Francisco
37.77522,-122.4211,37.77523,-122.42097,653,San Francisco
37.77617,-122.42117,37.77637,-122.41959,1590,San Francisco
37.77637,-122.41959,37.77639,-122.41942,1493,San Francisco
37.77639,-122.41942,37.77648,-122.41872,1493,San Francisco
37.77648,-122.41872,37.77656,-122.418,1493,San Francisco
37.77656,-122.418,37.77657,-122.41785,1493,San Francisco
37.77657,-122.41785,37.77654,-122.41762,1493,San Francisco
37.77654,-122.41762,37.77653,-122.41754,1493,San Francisco
37.77653,-122.41754,37.77651,-122.41745,1205,San Francisco
37.77651,-122.41745,37.77644,-122.41736,748,San Francisco
37.77644,-122.41736,37.77608,-122.41692,748,San Francisco
37.77608,-122.41692,37.77576,-122.41653,748,San Francisco
37.77576,-122.41653,37.7757,-122.41645,748,San Francisco
37.7757,-122.41645,37.77528,-122.41592,748,San Francisco
37.78448,-122.40426,37.78441,-122.40416,1110,San Francisco
37.78441,-122.40416,37.78407,-122.40373,1110,San Francisco
37.78407,-122.40373,37.78381,-122.40341,1110,San Francisco
37.78381,-122.40341,37.78377,-122.40336,1110,San Francisco
37.78377,-122.40336,37.78325,-122.40271,1110,San Francisco
37.77502,-122.42262,37.77495,-122.4226,195,San Francisco
37.77495,-122.4226,37.77456,-122.42253,195,San Francisco
37.77456,-122.42253,37.77409,-122.42243,195,San Francisco
37.77409,-122.42243,37.77363,-122.42234,76,San Francisco
37.77363,-122.42234,37.77326,-122.42226,76,San Francisco
37.77326,-122.42226,37.77317,-122.42216,47,San Francisco
37.77317,-122.42216,37.77308,-122.42207,47,San Francisco
37.77308,-122.42207,37.77304,-122.42202,583,San Francisco
37.77304,-122.42202,37.77298,-122.42193,583,San Francisco
37.77298,-122.42193,37.77295,-122.4219,583,San Francisco
37.77295,-122.4219,37.77262,-122.42149,123,San Francisco
37.77262,-122.42149,37.77247,-122.4213,123,San Francisco
37.77247,-122.4213,37.77206,-122.4208,123,San Francisco
37.77206,-122.4208,37.77183,-122.42051,123,San Francisco
37.77183,-122.42051,37.77176,-122.42035,123,San Francisco
37.76997,-122.41996,37.76997,-122.41975,948,San Francisco
37.76997,-122.41975,37.76993,-122.41927,948,San Francisco
37.76993,-122.41927,37.76992,-122.4191,948,San Francisco
37.76992,-122.4191,37.76989,-122.41892,948,San Francisco
37.76989,-122.41892,37.76987,-122.41879,948,San Francisco
37.76987,-122.41879,37.76982,-122.41851,948,San Francisco
37.76982,-122.41851,37.76971,-122.41783,948,San Francisco
37.76971,-122.41783,37.7697,-122.41773,1031,San Francisco
37.7697,-122.41773,37.76967,-122.41755,1031,San Francisco
37.76967,-122.41755,37.76964,-122.41737,1031,San Francisco
37.76964,-122.41737,37.76958,-122.41689,1031,San Francisco
37.76958,-122.41689,37.76954,-122.4162,1031,San Francisco
37.76954,-122.4162,37.76953,-122.41608,1031,San Francisco
37.76953,-122.41608,37.7695,-122.4156,1004,San Francisco
37.77745,-122.41317,37.77727,-122.41294,431,San Francisco
37.77727,-122.41294,37.77702,-122.41263,431,San Francisco
37.77702,-122.41263,37.77665,-122.41217,431,San Francisco
37.77665,-122.41217,37.77646,-122.41192,431,San Francisco
37.77646,-122.41192,37.77621,-122.41162,431,San Francisco
37.77306,-122.43913,37.77319,-122.43916,65,San Francisco
37.77319,-122.43916,37.77336,-122.4392,65,San Francisco
37.77336,-122.4392,37.77352,-122.43923,65,San Francisco
37.77352,-122.43923,37.77366,-122.43926,65,San Francisco
37.77366,-122.43926,37.77386,-122.4393,65,San Francisco
37.77687,-122.43815,37.77688,-122.43807,862,San Francisco
37.77688,-122.43807,37.77708,-122.43653,862,San Francisco
37.77708,-122.43653,37.7773,-122.43487,872,San Francisco
37.7773,-122.43487,37.7775,-122.43324,872,San Francisco
37.7775,-122.43324,37.77771,-122.43159,863,San Francisco
37.77771,-122.43159,37.77777,-122.43113,863,San Francisco
37.77777,-122.43113,37.77778,-122.43099,863,San Francisco
37.77778,-122.43099,37.77782,-122.43072,863,San Francisco
37.77782,-122.43072,37.7779,-122.43005,863,San Francisco
37.7779,-122.43005,37.77792,-122.42995,863,San Francisco
37.77792,-122.42995,37.77793,-122.4298,1182,San Francisco
37.77793,-122.4298,37.77795,-122.4297,1615,San Francisco
37.77795,-122.4297,37.77804,-122.42894,1615,San Francisco
37.77804,-122.42894,37.77811,-122.42842,1615,San Francisco
37.77811,-122.42842,37.77811,-122.4284,1615,San Francisco
37.77811,-122.4284,37.77814,-122.42822,1615,San Francisco
37.77814,-122.42822,37.77814,-122.4282,1615,San Francisco
37.77814,-122.4282,37.77819,-122.42775,1615,San Francisco
37.77819,-122.42775,37.77823,-122.42745,1615,San Francisco
37.77823,-122.42745,37.77826,-122.42723,1615,San Francisco
37.77826,-122.42723,37.77833,-122.42666,1615,San Francisco
37.77833,-122.42666,37.77848,-122.42545,1559,San Francisco
37.77848,-122.42545,37.77854,-122.42502,1559,San Francisco
37.77854,-122.42502,37.77875,-122.42337,1559,San Francisco
37.77875,-122.42337,37.77894,-122.42184,1209,San Francisco
37.77894,-122.42184,37.77896,-122.42172,1209,San Francisco
37.78027,-122.41861,37.78029,-122.41848,1130,San Francisco
37.78029,-122.41848,37.78034,-122.41808,1130,San Francisco
37.78034,-122.41808,37.78041,-122.41756,1130,San Francisco
37.78041,-122.41756,37.78043,-122.41736,1130,San Francisco
37.78043,-122.41736,37.78046,-122.41712,1130,San Francisco
37.78046,-122.41712,37.78047,-122.41707,1130,San Francisco
37.78047,-122.41707,37.7805,-122.41699,1130,San Francisco
37.7805,-122.41699,37.78052,-122.41692,858,San Francisco
37.78052,-122.41692,37.78053,-122.41687,858,San Francisco
37.78053,-122.41687,37.78062,-122.41616,858,San Francisco
37.78062,-122.41616,37.78064,-122.41598,858,San Francisco
37.78064,-122.41598,37.78073,-122.41534,858,San Francisco
37.78073,-122.41534,37.78093,-122.41369,722,San Francisco
37.77419,-122.42919,37.77326,-122.42901,89,San Francisco
37.77326,-122.42901,37.77334,-122.42839,43,San Francisco
37.77334,-122.42839,37.77347,-122.42736,43,San Francisco
37.77347,-122.42736,37.77341,-122.42735,100,San Francisco
37.77653,-122.41754,37.77655,-122.41751,288,San Francisco
37.77364,-122.44094,37.77373,-122.44096,7,San Francisco
37.77373,-122.44096,37.77458,-122.44113,7,San Francisco
37.77458,-122.44113,37.77551,-122.44132,7,San Francisco
37.77551,-122.44132,37.77644,-122.44151,7,San Francisco
37.77409,-122.42243,37.7743,-122.42079,124,San Francisco
37.7743,-122.42079,37.77433,-122.42045,124,San Francisco
37.77433,-122.42045,37.77434,-122.42024,78,San Francisco
37.77434,-122.42024,37.77389,-122.41968,76,San Francisco
37.77389,-122.41968,37.77348,-122.41917,76,San Francisco
37.77348,-122.41917,37.77322,-122.41885,76,San Francisco
37.77322,-122.41885,37.77308,-122.4187,76,San Francisco
37.77308,-122.4187,37.77284,-122.41863,93,San Francisco
37.79244,-122.3974,37.79251,-122.39723,536,San Francisco
37.79251,-122.39723,37.79301,-122.39656,536,San Francisco
37.79301,-122.39656,37.79312,-122.39654,536,San Francisco
37.7671,-122.41065,37.7672,-122.41066,354,San Francisco
37.7671,-122.41065,37.7669,-122.41063,25,San Francisco
37.78315,-122.39354,37.7836,-122.39296,1185,San Francisco
37.78478,-122.39145,37.78463,-122.39114,311,San Francisco
37.78463,-122.39114,37.78442,-122.39087,311,San Francisco
37.78442,-122.39087,37.7842,-122.39059,311,San Francisco
37.7842,-122.39059,37.78413,-122.3905,311,San Francisco
37.78413,-122.3905,37.78362,-122.38985,311,San Francisco
37.78362,-122.38985,37.78287,-122.3908,311,San Francisco
37.78287,-122.3908,37.78247,-122.39131,311,San Francisco
37.78247,-122.39131,37.78218,-122.39167,311,San Francisco
37.78218,-122.39167,37.78193,-122.39199,311,San Francisco
37.78193,-122.39199,37.78186,-122.39208,311,San Francisco
37.79061,-122.39341,37.79054,-122.3935,992,San Francisco
37.79054,-122.3935,37.79029,-122.39382,992,San Francisco
37.79029,-122.39382,37.79027,-122.39384,992,San Francisco
37.79027,-122.39384,37.79009,-122.39407,992,San Francisco
37.79009,-122.39407,37.78999,-122.39419,992,San Francisco
37.78999,-122.39419,37.78992,-122.39428,992,San Francisco
37.78985,-122.39437,37.78958,-122.39471,872,San Francisco
37.78958,-122.39471,37.78923,-122.39515,1454,San Francisco
37.78799,-122.39672,37.78738,-122.39749,44,San Francisco
37.78738,-122.39749,37.78703,-122.39794,275,San Francisco
37.78703,-122.39794,37.78677,-122.39826,275,San Francisco
37.78815,-122.39032,37.78764,-122.39097,45,San Francisco
37.78764,-122.39097,37.78763,-122.39099,45,San Francisco
37.78763,-122.39099,37.7873,-122.39141,45,San Francisco
37.7873,-122.39141,37.78702,-122.39175,45,San Francisco
37.78702,-122.39175,37.78685,-122.39197,45,San Francisco
37.78685,-122.39197,37.78677,-122.39207,45,San Francisco
37.78677,-122.39207,37.78611,-122.39291,45,San Francisco
37.78611,-122.39291,37.78604,-122.393,45,San Francisco
37.78604,-122.393,37.78594,-122.39312,45,San Francisco
37.78431,-122.39518,37.78389,-122.39571,22,San Francisco
37.78389,-122.39571,37.78343,-122.3963,22,San Francisco
37.79709,-122.39835,37.79734,-122.3984,199,San Francisco
37.79734,-122.3984,37.79772,-122.39848,395,San Francisco
37.79772,-122.39848,37.79795,-122.39853,395,San Francisco
37.79795,-122.39853,37.79879,-122.3987,395,San Francisco
37.79879,-122.3987,37.79888,-122.39871,395,San Francisco
37.79888,-122.39871,37.79887,-122.39881,521,San Francisco
37.79887,-122.39881,37.7988,-122.39939,521,San Francisco
37.7988,-122.39939,37.79878,-122.39956,521,San Francisco
37.79878,-122.39956,37.79875,-122.39978,521,San Francisco
37.79875,-122.39978,37.79874,-122.39987,521,San Francisco
37.79874,-122.39987,37.79872,-122.39999,521,San Francisco
37.79872,-122.39999,37.79861,-122.40088,331,San Francisco
37.79368,-122.39635,37.79366,-122.39648,1136,San Francisco
37.79366,-122.39648,37.79365,-122.39655,1136,San Francisco
37.79365,-122.39655,37.79353,-122.39751,1136,San Francisco
37.79353,-122.39751,37.79351,-122.39763,1136,San Francisco
37.79351,-122.39763,37.7935,-122.39772,1136,San Francisco
37.7935,-122.39772,37.79338,-122.39868,1136,San Francisco
37.79338,-122.39868,37.79338,-122.39871,1136,San Francisco
37.79338,-122.39871,37.79336,-122.3988,1136,San Francisco
37.79553,-122.40331,37.79559,-122.40338,8,San Francisco
37.79559,-122.40338,37.79566,-122.40348,8,San Francisco
37.79566,-122.40348,37.79576,-122.40362,8,San Francisco
37.79576,-122.40362,37.7961,-122.40411,8,San Francisco
37.7961,-122.40411,37.79631,-122.40443,8,San Francisco
37.79631,-122.40443,37.79638,-122.40454,8,San Francisco
37.79638,-122.40454,37.79672,-122.40504,8,San Francisco
37.79672,-122.40504,37.79689,-122.40528,8,San Francisco
37.79689,-122.40528,37.7971,-122.40534,10,San Francisco
37.7971,-122.40534,37.79756,-122.40543,10,San Francisco
37.79756,-122.40543,37.79793,-122.4055,10,San Francisco
37.79793,-122.4055,37.79802,-122.4055,10,San Francisco
37.79802,-122.4055,37.79797,-122.40592,10,San Francisco
37.79797,-122.40592,37.79802,-122.40593,82,San Francisco
37.79046,-122.39669,37.79039,-122.39678,33,San Francisco
37.79039,-122.39678,37.79027,-122.39694,33,San Francisco
37.79027,-122.39694,37.78977,-122.39756,33,San Francisco
37.78977,-122.39756,37.78937,-122.39808,33,San Francisco
37.78937,-122.39808,37.78919,-122.3983,33,San Francisco
37.78919,-122.3983,37.78918,-122.39832,33,San Francisco
37.78918,-122.39832,37.78898,-122.39857,33,San Francisco
37.78898,-122.39857,37.78869,-122.39894,33,San Francisco
37.78869,-122.39894,37.78862,-122.39904,33,San Francisco
37.78862,-122.39904,37.78855,-122.39913,33,San Francisco
37.78855,-122.39913,37.78836,-122.39936,33,San Francisco
37.78836,-122.39936,37.78801,-122.39981,33,San Francisco
37.78801,-122.39981,37.78746,-122.40051,193,San Francisco
37.78746,-122.40051,37.78686,-122.40127,193,San Francisco
37.78686,-122.40127,37.78626,-122.40204,193,San Francisco
37.78626,-122.40204,37.7862,-122.40216,193,San Francisco
37.7862,-122.40216,37.78593,-122.40249,193,San Francisco
37.78593,-122.40249,37.78589,-122.40255,193,San Francisco
37.78589,-122.40255,37.78584,-122.40261,193,San Francisco
37.78584,-122.40261,37.78571,-122.40277,193,San Francisco
37.78571,-122.40277,37.78568,-122.40281,193,San Francisco
37.78568,-122.40281,37.78532,-122.40326,193,San Francisco
37.78532,-122.40326,37.78517,-122.40346,193,San Francisco
37.78517,-122.40346,37.78512,-122.40352,193,San Francisco
37.78512,-122.40352,37.78459,-122.4042,193,San Francisco
37.78459,-122.4042,37.78448,-122.40426,193,San Francisco
37.77816,-122.39192,37.77798,-122.39169,9,San Francisco
37.77798,-122.39169,37.77776,-122.39142,9,San Francisco
37.77776,-122.39142,37.77753,-122.39112,9,San Francisco
37.77753,-122.39112,37.77736,-122.39095,9,San Francisco
37.77736,-122.39095,37.7771,-122.3906,9,San Francisco
37.7771,-122.3906,37.777,-122.3905,9,San Francisco
37.777,-122.3905,37.77694,-122.39044,9,San Francisco
37.77694,-122.39044,37.77655,-122.39011,9,San Francisco
37.77655,-122.39011,37.77651,-122.39004,9,San Francisco
37.77651,-122.39004,37.77645,-122.39002,9,San Francisco
37.77645,-122.39002,37.77638,-122.39001,9,San Francisco
37.77638,-122.39001,37.77627,-122.39,9,San Francisco
37.77627,-122.39,37.77618,-122.38999,9,San Francisco
37.77618,-122.38999,37.77615,-122.38999,9,San Francisco
37.77615,-122.38999,37.77595,-122.38997,9,San Francisco
37.77595,-122.38997,37.77544,-122.38994,9,San Francisco
37.77544,-122.38994,37.77518,-122.38999,9,San Francisco
37.77518,-122.38999,37.77494,-122.38997,9,San Francisco
37.77494,-122.38997,37.7747,-122.38995,9,San Francisco
37.7747,-122.38995,37.7746,-122.38995,9,San Francisco
37.7746,-122.38995,37.77451,-122.38995,9,San Francisco
37.77451,-122.38995,37.77448,-122.38995,9,San Francisco
37.76843,-122.39746,37.76698,-122.39932,19,San Francisco
37.76698,-122.39932,37.76683,-122.39951,19,San Francisco
37.79025,-122.40059,37.79024,-122.40064,16,San Francisco
37.79024,-122.40064,37.79004,-122.40222,16,San Francisco
37.79004,-122.40222,37.79,-122.40255,16,San Francisco
37.79,-122.40255,37.78994,-122.40303,16,San Francisco
37.78994,-122.40303,37.78983,-122.40387,16,San Francisco
37.78983,-122.40387,37.78979,-122.40423,16,San Francisco
37.78979,-122.40423,37.78964,-122.40543,16,San Francisco
37.78964,-122.40543,37.78956,-122.406,16,San Francisco
37.78956,-122.406,37.78944,-122.40698,16,San Francisco
37.78944,-122.40698,37.78937,-122.40747,16,San Francisco
37.78937,-122.40747,37.78923,-122.4086,16,San Francisco
37.78923,-122.4086,37.78923,-122.40862,16,San Francisco
37.78923,-122.40862,37.78923,-122.40863,70,San Francisco
37.78923,-122.40863,37.78908,-122.40978,70,San Francisco
37.78908,-122.40978,37.78902,-122.41027,70,San Francisco
37.78902,-122.41027,37.78855,-122.41017,70,San Francisco
37.78855,-122.41017,37.78808,-122.41008,70,San Francisco
37.77596,-122.40264,37.77605,-122.40254,192,San Francisco
37.77728,-122.40408,37.77762,-122.40452,160,San Francisco
37.77762,-122.40452,37.77771,-122.40463,160,San Francisco
37.77771,-122.40463,37.77798,-122.40496,160,San Francisco
37.77798,-122.40496,37.77808,-122.40509,160,San Francisco
37.77808,-122.40509,37.77811,-122.40512,160,San Francisco
37.77811,-122.40512,37.77823,-122.40528,160,San Francisco
37.77823,-122.40528,37.77844,-122.40554,160,San Francisco
37.77844,-122.40554,37.77851,-122.40563,160,San Francisco
37.77591,-122.40237,37.77583,-122.40227,85,San Francisco
37.77583,-122.40227,37.77577,-122.4022,85,San Francisco
37.77577,-122.4022,37.7751,-122.40136,85,San Francisco
37.7751,-122.40136,37.77481,-122.401,85,San Francisco
37.77851,-122.40563,37.77858,-122.40573,82,San Francisco
37.77858,-122.40573,37.77894,-122.40617,82,San Francisco
37.77894,-122.40617,37.77931,-122.40663,82,San Francisco
37.77931,-122.40663,37.77952,-122.4069,82,San Francisco
37.77952,-122.4069,37.77974,-122.40716,82,San Francisco
37.77974,-122.40716,37.78018,-122.40772,299,San Francisco
37.78018,-122.40772,37.78055,-122.40819,299,San Francisco
37.78055,-122.40819,37.78098,-122.40872,299,San Francisco
37.84651,-122.26534,37.84654,-122.26534,14,East Bay
37.84651,-122.26534,37.84588,-122.26525,9,East Bay
37.87055,-122.27977,37.87056,-122.27977,271,East Bay
37.87056,-122.27977,37.87064,-122.27978,271,East Bay
37.87064,-122.27978,37.87074,-122.2798,132,East Bay
37.87074,-122.2798,37.87073,-122.27989,143,East Bay
37.87073,-122.27989,37.8707,-122.28015,143,East Bay
37.8707,-122.28015,37.87067,-122.28033,143,East Bay
37.87067,-122.28033,37.87055,-122.28129,143,East Bay
37.87055,-122.28129,37.87052,-122.28151,143,East Bay
37.87052,-122.28151,37.8705,-122.2817,143,East Bay
37.8705,-122.2817,37.87048,-122.2818,143,East Bay
37.87048,-122.2818,37.87047,-122.28189,143,East Bay
37.87047,-122.28189,37.87046,-122.28203,32,East Bay
37.87046,-122.28203,37.87035,-122.28203,68,East Bay
37.87035,-122.28203,37.87028,-122.28203,64,East Bay
37.87028,-122.28203,37.8695,-122.28195,64,East Bay
37.8695,-122.28195,37.86943,-122.28195,64,East Bay
37.86943,-122.28195,37.86936,-122.28194,64,East Bay
37.86936,-122.28194,37.8691,-122.28194,64,East Bay
37.8691,-122.28194,37.86802,-122.28183,64,East Bay
37.86802,-122.28183,37.86744,-122.28177,64,East Bay
37.86744,-122.28177,37.86738,-122.28176,64,East Bay
37.86738,-122.28176,37.86731,-122.28175,64,East Bay
37.86731,-122.28175,37.86681,-122.2817,64,East Bay
37.86681,-122.2817,37.86642,-122.28166,64,East Bay
37.86642,-122.28166,37.86588,-122.28161,64,East Bay
37.86588,-122.28161,37.86581,-122.2816,64,East Bay
37.86581,-122.2816,37.86575,-122.28159,64,East Bay
37.86575,-122.28159,37.86407,-122.28142,64,East Bay
37.86407,-122.28142,37.86399,-122.28141,64,East Bay
37.86399,-122.28141,37.86393,-122.2814,64,East Bay
37.86393,-122.2814,37.86264,-122.28126,64,East Bay
