p1_lat,p1_long,p2_lat,p2_long,n,region
37.79272,-122.24879,37.79252,-122.24909,61,East Bay
37.79252,-122.24909,37.79246,-122.24917,61,East Bay
37.79246,-122.24917,37.79208,-122.24971,61,East Bay
37.79208,-122.24971,37.79186,-122.25002,61,East Bay
37.79186,-122.25002,37.79177,-122.25014,61,East Bay
37.79177,-122.25014,37.7914,-122.25066,61,East Bay
37.7914,-122.25066,37.79158,-122.25084,55,East Bay
37.79158,-122.25084,37.79164,-122.25092,55,East Bay
37.79164,-122.25092,37.79187,-122.25118,55,East Bay
37.79187,-122.25118,37.79214,-122.25149,55,East Bay
37.79214,-122.25149,37.79236,-122.25173,55,East Bay
37.79236,-122.25173,37.79244,-122.25183,55,East Bay
37.79244,-122.25183,37.79265,-122.25206,55,East Bay
37.79265,-122.25206,37.79288,-122.25231,55,East Bay
37.79288,-122.25231,37.793,-122.25245,55,East Bay
37.793,-122.25245,37.79347,-122.25299,55,East Bay
37.79347,-122.25299,37.79361,-122.25315,55,East Bay
37.79361,-122.25315,37.79376,-122.25332,55,East Bay
37.79376,-122.25332,37.79391,-122.25348,55,East Bay
37.79391,-122.25348,37.79434,-122.25397,55,East Bay
37.79434,-122.25397,37.79458,-122.25424,110,East Bay
37.79458,-122.25424,37.79464,-122.25431,110,East Bay
37.79464,-122.25431,37.79475,-122.25443,110,East Bay
37.79475,-122.25443,37.79476,-122.25445,110,East Bay
37.79476,-122.25445,37.79507,-122.2548,110,East Bay
37.79507,-122.2548,37.79581,-122.25563,93,East Bay
37.79581,-122.25563,37.79655,-122.25646,219,East Bay
37.79655,-122.25646,37.7968,-122.25676,219,East Bay
37.7968,-122.25676,37.79689,-122.25686,219,East Bay
37.79689,-122.25686,37.79721,-122.25724,219,East Bay
37.79721,-122.25724,37.79727,-122.25731,219,East Bay
37.79727,-122.25731,37.79718,-122.25744,99,East Bay
37.79718,-122.25744,37.79708,-122.25758,99,East Bay
37.79708,-122.25758,37.79659,-122.25826,99,East Bay
37.79659,-122.25826,37.79655,-122.25832,99,East Bay
37.79655,-122.25832,37.796,-122.25909,99,East Bay
37.796,-122.25909,37.79594,-122.25917,99,East Bay
37.79594,-122.25917,37.79599,-122.25923,99,East Bay
37.79599,-122.25923,37.79626,-122.25954,99,East Bay
37.79626,-122.25954,37.79638,-122.25971,99,East Bay
37.79638,-122.25971,37.79643,-122.25984,99,East Bay
37.79643,-122.25984,37.79649,-122.25998,99,East Bay
37.79649,-122.25998,37.79668,-122.26047,99,East Bay
37.79668,-122.26047,37.79688,-122.26098,99,East Bay
37.79688,-122.26098,37.79694,-122.26113,99,East Bay
37.79694,-122.26113,37.79726,-122.26195,99,East Bay
37.79726,-122.26195,37.79748,-122.26248,99,East Bay
37.79748,-122.26248,37.7975,-122.26255,99,East Bay
37.7975,-122.26255,37.79755,-122.26266,99,East Bay
37.79755,-122.26266,37.79768,-122.263,99,East Bay
37.79727,-122.25731,37.79733,-122.25737,502,East Bay
37.79733,-122.25737,37.79764,-122.2577,502,East Bay
37.79764,-122.2577,37.79783,-122.25792,502,East Bay
37.79783,-122.25792,37.79787,-122.25796,502,East Bay
37.79787,-122.25796,37.79798,-122.25805,502,East Bay
37.79798,-122.25805,37.79812,-122.25813,502,East Bay
37.79812,-122.25813,37.79827,-122.2582,109,East Bay
37.79827,-122.2582,37.79824,-122.25841,833,East Bay
37.79824,-122.25841,37.79824,-122.25861,833,East Bay
37.79824,-122.25861,37.79827,-122.25924,833,East Bay
37.79827,-122.25924,37.7983,-122.25993,833,East Bay
37.7983,-122.25993,37.79832,-122.26026,833,East Bay
37.79832,-122.26026,37.79833,-122.26046,833,East Bay
37.79833,-122.26046,37.79836,-122.26064,833,East Bay
37.79836,-122.26064,37.79837,-122.26069,833,East Bay
37.79837,-122.26069,37.79844,-122.26096,833,East Bay
37.79844,-122.26096,37.79853,-122.26115,833,East Bay
37.79853,-122.26115,37.79855,-122.26119,833,East Bay
37.79855,-122.26119,37.7987,-122.26139,833,East Bay
37.7987,-122.26139,37.79882,-122.26151,833,East Bay
37.79882,-122.26151,37.79895,-122.2616,833,East Bay
37.79895,-122.2616,37.79903,-122.26165,833,East Bay
37.79903,-122.26165,37.79929,-122.26176,383,East Bay
37.79929,-122.26176,37.80005,-122.26198,383,East Bay
37.80005,-122.26198,37.80028,-122.26204,383,East Bay
37.80028,-122.26204,37.80042,-122.26208,383,East Bay
37.80042,-122.26208,37.80046,-122.2621,383,East Bay
37.80046,-122.2621,37.80063,-122.2622,383,East Bay
37.80063,-122.2622,37.80087,-122.26241,383,East Bay
37.80087,-122.26241,37.80095,-122.2625,383,East Bay
37.80095,-122.2625,37.80103,-122.26268,383,East Bay
37.80103,-122.26268,37.80105,-122.26274,383,East Bay
37.80105,-122.26274,37.80107,-122.26291,479,East Bay
37.80107,-122.26291,37.80121,-122.26284,321,East Bay
37.80121,-122.26284,37.80124,-122.26282,321,East Bay
37.80124,-122.26282,37.80151,-122.26265,93,East Bay
37.80151,-122.26265,37.80167,-122.26255,118,East Bay
37.80167,-122.26255,37.80173,-122.26251,118,East Bay
37.80173,-122.26251,37.80188,-122.26242,118,East Bay
37.80188,-122.26242,37.80204,-122.26232,118,East Bay
37.80204,-122.26232,37.80234,-122.26213,118,East Bay
37.80234,-122.26213,37.80237,-122.26212,118,East Bay
37.80237,-122.26212,37.80272,-122.2619,118,East Bay
37.80272,-122.2619,37.80277,-122.26187,118,East Bay
37.80277,-122.26187,37.80282,-122.26184,118,East Bay
37.80282,-122.26184,37.80305,-122.2617,118,East Bay
37.80305,-122.2617,37.80348,-122.26143,118,East Bay
37.80348,-122.26143,37.80359,-122.26136,118,East Bay
37.80359,-122.26136,37.80364,-122.26132,118,East Bay
37.80364,-122.26132,37.80369,-122.26128,118,East Bay
37.80369,-122.26128,37.80374,-122.26122,118,East Bay
37.80374,-122.26122,37.80378,-122.26115,245,East Bay
37.80378,-122.26115,37.80383,-122.26108,245,East Bay
37.80383,-122.26108,37.80388,-122.26101,245,East Bay
37.80388,-122.26101,37.804,-122.26094,245,East Bay
37.804,-122.26094,37.80407,-122.26093,245,East Bay
37.80407,-122.26093,37.80421,-122.26094,245,East Bay
37.80421,-122.26094,37.80433,-122.261,245,East Bay
37.80433,-122.261,37.80438,-122.26105,245,East Bay
37.80438,-122.26105,37.80449,-122.26117,245,East Bay
37.80449,-122.26117,37.80463,-122.26137,245,East Bay
37.80463,-122.26137,37.80483,-122.26171,245,East Bay
37.80483,-122.26171,37.80499,-122.26192,245,East Bay
37.80499,-122.26192,37.80515,-122.2621,245,East Bay
37.80515,-122.2621,37.80519,-122.26214,245,East Bay
37.80519,-122.26214,37.80525,-122.2622,245,East Bay
37.80525,-122.2622,37.80545,-122.26238,245,East Bay
37.80545,-122.26238,37.80583,-122.26262,245,East Bay
37.80583,-122.26262,37.80594,-122.2627,245,East Bay
37.80594,-122.2627,37.80607,-122.26278,245,East Bay
37.80607,-122.26278,37.80648,-122.26304,245,East Bay
37.80648,-122.26304,37.80663,-122.26314,245,East Bay
37.80663,-122.26314,37.8071,-122.26342,245,East Bay
37.8071,-122.26342,37.8072,-122.26346,245,East Bay
37.8072,-122.26346,37.80732,-122.2635,245,East Bay
37.80732,-122.2635,37.80758,-122.26349,245,East Bay
37.80758,-122.26349,37.80785,-122.26342,245,East Bay
37.80785,-122.26342,37.80826,-122.26328,245,East Bay
37.80826,-122.26328,37.8084,-122.26328,245,East Bay
37.8084,-122.26328,37.80844,-122.26323,600,East Bay
37.80844,-122.26323,37.80861,-122.26309,600,East Bay
37.80861,-122.26309,37.80869,-122.26305,600,East Bay
37.80869,-122.26305,37.80878,-122.26302,600,East Bay
37.80878,-122.26302,37.80923,-122.26286,600,East Bay
37.80923,-122.26286,37.80929,-122.26284,600,East Bay
37.80929,-122.26284,37.80938,-122.26281,600,East Bay
37.80938,-122.26281,37.80974,-122.26268,600,East Bay
37.80974,-122.26268,37.81006,-122.26256,600,East Bay
37.81006,-122.26256,37.81014,-122.26254,600,East Bay
37.81014,-122.26254,37.81018,-122.26251,600,East Bay
37.81018,-122.26251,37.81039,-122.26246,267,East Bay
37.81039,-122.26246,37.8107,-122.26238,267,East Bay
37.8107,-122.26238,37.81075,-122.26236,267,East Bay
37.81075,-122.26236,37.81089,-122.26231,267,East Bay
37.81089,-122.26231,37.81102,-122.26226,223,East Bay
37.81102,-122.26226,37.81103,-122.26226,223,East Bay
37.81103,-122.26226,37.81139,-122.2621,223,East Bay
37.81139,-122.2621,37.81144,-122.26208,223,East Bay
37.81144,-122.26208,37.8115,-122.26205,223,East Bay
37.8115,-122.26205,37.81173,-122.26196,223,East Bay
37.81173,-122.26196,37.81199,-122.26184,223,East Bay
37.81199,-122.26184,37.81229,-122.26169,223,East Bay
37.81229,-122.26169,37.81234,-122.26166,223,East Bay
37.81234,-122.26166,37.8126,-122.26153,223,East Bay
37.8126,-122.26153,37.81271,-122.26148,223,East Bay
37.81271,-122.26148,37.81267,-122.2614,261,East Bay
37.81267,-122.2614,37.81264,-122.26136,261,East Bay
37.81264,-122.26136,37.81255,-122.26122,261,East Bay
37.81255,-122.26122,37.81243,-122.26109,261,East Bay
37.81243,-122.26109,37.81239,-122.26106,261,East Bay
37.81239,-122.26106,37.81235,-122.26102,261,East Bay
37.81235,-122.26102,37.81227,-122.26095,301,East Bay
37.81227,-122.26095,37.81232,-122.26084,239,East Bay
37.81232,-122.26084,37.81233,-122.26079,323,East Bay
37.79272,-122.24879,37.79274,-122.24877,6,East Bay
37.79274,-122.24877,37.79237,-122.24836,17,East Bay
37.79237,-122.24836,37.79201,-122.24795,17,East Bay
37.79201,-122.24795,37.79266,-122.24702,4,East Bay
37.79266,-122.24702,37.79328,-122.24772,5,East Bay
37.79328,-122.24772,37.79339,-122.24786,5,East Bay
37.79339,-122.24786,37.79344,-122.2479,5,East Bay
37.79344,-122.2479,37.79413,-122.24869,5,East Bay
37.79413,-122.24869,37.79445,-122.24903,5,East Bay
37.79445,-122.24903,37.79447,-122.24906,5,East Bay
37.79447,-122.24906,37.79454,-122.24914,5,East Bay
37.79454,-122.24914,37.79487,-122.24951,5,East Bay
37.79487,-122.24951,37.79561,-122.25036,5,East Bay
37.79561,-122.25036,37.79592,-122.2507,5,East Bay
37.79592,-122.2507,37.79618,-122.251,5,East Bay
37.79618,-122.251,37.79633,-122.25117,5,East Bay
37.79633,-122.25117,37.79673,-122.25162,5,East Bay
37.79673,-122.25162,37.79678,-122.25168,5,East Bay
37.79678,-122.25168,37.79707,-122.252,5,East Bay
37.79707,-122.252,37.7978,-122.25284,14,East Bay
37.7978,-122.25284,37.79827,-122.25335,25,East Bay
37.79827,-122.25335,37.79842,-122.25353,25,East Bay
37.79842,-122.25353,37.79849,-122.25361,25,East Bay
37.79849,-122.25361,37.79854,-122.25366,25,East Bay
37.79854,-122.25366,37.79895,-122.25413,25,East Bay
37.79895,-122.25413,37.79909,-122.25427,25,East Bay
37.79909,-122.25427,37.79919,-122.25432,25,East Bay
37.79919,-122.25432,37.79928,-122.25437,25,East Bay
37.79928,-122.25437,37.79934,-122.25442,25,East Bay
37.79934,-122.25442,37.79939,-122.25447,515,East Bay
37.79939,-122.25447,37.79974,-122.25486,515,East Bay
37.79974,-122.25486,37.7999,-122.25502,515,East Bay
37.7999,-122.25502,37.80001,-122.25512,515,East Bay
37.80001,-122.25512,37.80006,-122.255,532,East Bay
37.80006,-122.255,37.80011,-122.25489,532,East Bay
37.80011,-122.25489,37.80021,-122.25472,532,East Bay
37.80021,-122.25472,37.80036,-122.25456,532,East Bay
37.80036,-122.25456,37.80042,-122.25451,532,East Bay
37.80042,-122.25451,37.80054,-122.25441,532,East Bay
37.80054,-122.25441,37.80064,-122.25437,127,East Bay
37.80064,-122.25437,37.80078,-122.25432,127,East Bay
37.80078,-122.25432,37.80093,-122.25431,127,East Bay
37.80093,-122.25431,37.80105,-122.25432,127,East Bay
37.80105,-122.25432,37.80116,-122.25435,299,East Bay
37.80116,-122.25435,37.80121,-122.25435,299,East Bay
37.80121,-122.25435,37.80146,-122.25438,299,East Bay
37.80146,-122.25438,37.80154,-122.25439,299,East Bay
37.80154,-122.25439,37.80172,-122.25439,299,East Bay
37.80172,-122.25439,37.80195,-122.25434,299,East Bay
37.80195,-122.25434,37.80218,-122.25423,299,East Bay
37.80218,-122.25423,37.80244,-122.25404,299,East Bay
37.80244,-122.25404,37.80257,-122.25392,299,East Bay
37.80257,-122.25392,37.80266,-122.25384,299,East Bay
37.80266,-122.25384,37.80277,-122.25375,299,East Bay
37.80277,-122.25375,37.80289,-122.25368,299,East Bay
37.80289,-122.25368,37.80292,-122.25366,299,East Bay
37.80292,-122.25366,37.80309,-122.25357,299,East Bay
37.80309,-122.25357,37.80355,-122.25339,299,East Bay
37.80355,-122.25339,37.80367,-122.25332,299,East Bay
37.80367,-122.25332,37.80385,-122.25316,299,East Bay
37.80385,-122.25316,37.80393,-122.25305,299,East Bay
37.80393,-122.25305,37.804,-122.2529,299,East Bay
37.804,-122.2529,37.80404,-122.25272,299,East Bay
37.80404,-122.25272,37.80424,-122.25148,299,East Bay
37.80424,-122.25148,37.8043,-122.25122,299,East Bay
37.8043,-122.25122,37.80433,-122.25115,299,East Bay
37.80433,-122.25115,37.8044,-122.25105,299,East Bay
37.8044,-122.25105,37.80448,-122.25092,299,East Bay
37.80448,-122.25092,37.80456,-122.25084,299,East Bay
37.80456,-122.25084,37.80464,-122.25078,299,East Bay
37.80464,-122.25078,37.80472,-122.25074,299,East Bay
37.80472,-122.25074,37.80516,-122.25055,299,East Bay
37.80516,-122.25055,37.80522,-122.25053,299,East Bay
37.80522,-122.25053,37.80527,-122.25051,299,East Bay
37.80527,-122.25051,37.80553,-122.25039,299,East Bay
37.80553,-122.25039,37.80584,-122.25026,299,East Bay
37.80584,-122.25026,37.8064,-122.25,299,East Bay
37.8064,-122.25,37.80673,-122.24986,299,East Bay
37.80673,-122.24986,37.80754,-122.2495,299,East Bay
37.80754,-122.2495,37.80759,-122.24948,299,East Bay
37.80759,-122.24948,37.80775,-122.24941,299,East Bay
37.80775,-122.24941,37.80786,-122.24936,299,East Bay
37.80786,-122.24936,37.80805,-122.24921,299,East Bay
37.80805,-122.24921,37.80815,-122.24914,299,East Bay
37.80815,-122.24914,37.80835,-122.24892,299,East Bay
37.80835,-122.24892,37.80838,-122.24888,299,East Bay
37.80838,-122.24888,37.8084,-122.24885,299,East Bay
37.8084,-122.24885,37.80846,-122.24878,299,East Bay
37.80846,-122.24878,37.8085,-122.24873,299,East Bay
37.8085,-122.24873,37.80854,-122.24867,299,East Bay
37.80854,-122.24867,37.80864,-122.2488,228,East Bay
37.80864,-122.2488,37.8087,-122.24888,402,East Bay
37.8087,-122.24888,37.80895,-122.2492,402,East Bay
37.80895,-122.2492,37.80881,-122.24935,158,East Bay
37.80881,-122.24935,37.80868,-122.24951,158,East Bay
37.80868,-122.24951,37.80884,-122.2497,158,East Bay
37.80107,-122.26291,37.80111,-122.26301,364,East Bay
37.80111,-122.26301,37.80116,-122.26315,364,East Bay
37.80116,-122.26315,37.80129,-122.26347,364,East Bay
37.80129,-122.26347,37.80131,-122.26351,364,East Bay
37.80131,-122.26351,37.80149,-122.26397,364,East Bay
37.80149,-122.26397,37.80153,-122.26407,364,East Bay
37.80153,-122.26407,37.80157,-122.26417,382,East Bay
37.80157,-122.26417,37.80178,-122.26471,382,East Bay
37.80178,-122.26471,37.80196,-122.26515,382,East Bay
37.80196,-122.26515,37.802,-122.26525,382,East Bay
37.802,-122.26525,37.80204,-122.26536,382,East Bay
37.80204,-122.26536,37.80219,-122.26576,382,East Bay
37.80219,-122.26576,37.80222,-122.26582,382,East Bay
37.80222,-122.26582,37.80242,-122.26633,382,East Bay
37.80242,-122.26633,37.80246,-122.26644,382,East Bay
37.80246,-122.26644,37.8025,-122.26654,382,East Bay
37.8025,-122.26654,37.80288,-122.26751,382,East Bay
37.80288,-122.26751,37.80293,-122.26762,382,East Bay
37.80293,-122.26762,37.80297,-122.26773,516,East Bay
37.80297,-122.26773,37.80301,-122.26782,516,East Bay
37.80301,-122.26782,37.80307,-122.26799,516,East Bay
37.80307,-122.26799,37.80335,-122.2687,516,East Bay
37.80335,-122.2687,37.80339,-122.2688,516,East Bay
37.80339,-122.2688,37.80343,-122.2689,535,East Bay
37.80343,-122.2689,37.80359,-122.26933,535,East Bay
37.80359,-122.26933,37.80381,-122.26988,535,East Bay
37.80381,-122.26988,37.80385,-122.26998,535,East Bay
37.80385,-122.26998,37.80388,-122.27008,605,East Bay
37.80388,-122.27008,37.80427,-122.27107,605,East Bay
37.80427,-122.27107,37.80432,-122.27119,605,East Bay
37.80432,-122.27119,37.80438,-122.27135,791,East Bay
37.80438,-122.27135,37.80454,-122.27175,742,East Bay
37.80895,-122.2492,37.80925,-122.2496,244,East Bay
37.80925,-122.2496,37.80933,-122.24971,244,East Bay
37.80933,-122.24971,37.80938,-122.24964,209,East Bay
37.80938,-122.24964,37.80944,-122.24958,209,East Bay
37.80944,-122.24958,37.80957,-122.24942,209,East Bay
37.80957,-122.24942,37.80974,-122.24922,209,East Bay
37.80974,-122.24922,37.80982,-122.24913,209,East Bay
37.80982,-122.24913,37.8101,-122.24883,135,East Bay
37.8101,-122.24883,37.81016,-122.24877,135,East Bay
37.81016,-122.24877,37.81038,-122.2486,138,East Bay
37.81038,-122.2486,37.81052,-122.2485,138,East Bay
37.81052,-122.2485,37.81066,-122.24841,138,East Bay
37.81066,-122.24841,37.81074,-122.24835,138,East Bay
37.81074,-122.24835,37.81088,-122.24827,138,East Bay
37.81088,-122.24827,37.81096,-122.24823,138,East Bay
37.81096,-122.24823,37.81104,-122.24818,138,East Bay
37.81104,-122.24818,37.8111,-122.24814,138,East Bay
37.8111,-122.24814,37.81132,-122.24801,138,East Bay
37.81132,-122.24801,37.81138,-122.24798,138,East Bay
37.81138,-122.24798,37.81147,-122.24794,138,East Bay
37.81147,-122.24794,37.81157,-122.24789,132,East Bay
37.81157,-122.24789,37.81173,-122.2478,132,East Bay
37.81173,-122.2478,37.81247,-122.24734,132,East Bay
37.81247,-122.24734,37.81262,-122.24725,132,East Bay
37.81262,-122.24725,37.81272,-122.24719,132,East Bay
37.81272,-122.24719,37.81273,-122.24718,132,East Bay
37.7914,-122.25066,37.79128,-122.25082,16,East Bay
37.79128,-122.25082,37.79113,-122.25105,16,East Bay
37.79113,-122.25105,37.79073,-122.25161,16,East Bay
37.79073,-122.25161,37.79035,-122.25214,16,East Bay
37.79035,-122.25214,37.79031,-122.25217,16,East Bay
37.79031,-122.25217,37.79027,-122.25219,16,East Bay
37.79027,-122.25219,37.79031,-122.25231,16,East Bay
37.79031,-122.25231,37.79049,-122.25283,16,East Bay
37.79049,-122.25283,37.79052,-122.2531,16,East Bay
37.79052,-122.2531,37.79059,-122.2534,16,East Bay
37.79059,-122.2534,37.79067,-122.2537,16,East Bay
37.79067,-122.2537,37.79096,-122.25462,16,East Bay
37.79096,-122.25462,37.79104,-122.25483,16,East Bay
37.79104,-122.25483,37.79122,-122.25532,16,East Bay
37.79122,-122.25532,37.79128,-122.25546,16,East Bay
37.79128,-122.25546,37.79132,-122.25556,16,East Bay
37.79132,-122.25556,37.79153,-122.25588,16,East Bay
37.79153,-122.25588,37.7916,-122.25597,16,East Bay
37.7916,-122.25597,37.79167,-122.25606,16,East Bay
37.79167,-122.25606,37.79233,-122.2568,16,East Bay
37.79233,-122.2568,37.79244,-122.25693,16,East Bay
37.79244,-122.25693,37.79258,-122.25714,16,East Bay
37.79258,-122.25714,37.79269,-122.2574,16,East Bay
37.79269,-122.2574,37.79271,-122.2575,16,East Bay
37.79271,-122.2575,37.79273,-122.25756,16,East Bay
37.79273,-122.25756,37.79281,-122.25798,16,East Bay
37.79281,-122.25798,37.79304,-122.25912,101,East Bay
37.79304,-122.25912,37.79308,-122.25934,101,East Bay
37.79308,-122.25934,37.79317,-122.25964,101,East Bay
37.79317,-122.25964,37.79328,-122.26001,101,East Bay
37.79328,-122.26001,37.79341,-122.26041,101,East Bay
37.79341,-122.26041,37.79351,-122.26065,101,East Bay
37.79351,-122.26065,37.79371,-122.26108,101,East Bay
37.79371,-122.26108,37.79372,-122.2611,101,East Bay
37.79372,-122.2611,37.79397,-122.26153,101,East Bay
37.79397,-122.26153,37.79402,-122.26162,101,East Bay
37.79402,-122.26162,37.79419,-122.26189,101,East Bay
37.79419,-122.26189,37.79437,-122.26214,101,East Bay
37.79437,-122.26214,37.79498,-122.26294,101,East Bay
37.79498,-122.26294,37.79505,-122.26304,101,East Bay
37.79505,-122.26304,37.79538,-122.26356,101,East Bay
37.79538,-122.26356,37.79555,-122.26389,101,East Bay
37.79555,-122.26389,37.79559,-122.26396,101,East Bay
37.79559,-122.26396,37.79571,-122.26425,101,East Bay
37.79571,-122.26425,37.79577,-122.2644,101,East Bay
37.79577,-122.2644,37.79583,-122.26454,101,East Bay
37.79583,-122.26454,37.79587,-122.26466,101,East Bay
37.79587,-122.26466,37.79593,-122.26463,101,East Bay
37.79593,-122.26463,37.79608,-122.26453,101,East Bay
37.79608,-122.26453,37.79632,-122.26438,101,East Bay
37.79632,-122.26438,37.79637,-122.26438,101,East Bay
37.79637,-122.26438,37.79648,-122.2644,101,East Bay
37.79648,-122.2644,37.79655,-122.2645,101,East Bay
37.79655,-122.2645,37.79657,-122.26455,101,East Bay
37.79657,-122.26455,37.79666,-122.26478,115,East Bay
37.79666,-122.26478,37.79682,-122.26515,115,East Bay
37.79682,-122.26515,37.7969,-122.26536,115,East Bay
37.7969,-122.26536,37.79694,-122.26547,115,East Bay
37.79694,-122.26547,37.79703,-122.26542,262,East Bay
37.79703,-122.26542,37.79708,-122.26553,234,East Bay
37.79708,-122.26553,37.79731,-122.26539,234,East Bay
37.79731,-122.26539,37.79734,-122.26537,234,East Bay
37.80854,-122.24867,37.8086,-122.24859,71,East Bay
37.8086,-122.24859,37.80862,-122.24856,71,East Bay
37.80862,-122.24856,37.80866,-122.24848,71,East Bay
37.80866,-122.24848,37.80869,-122.24843,71,East Bay
37.80869,-122.24843,37.80884,-122.24815,71,East Bay
37.80884,-122.24815,37.80889,-122.24804,71,East Bay
37.80889,-122.24804,37.80893,-122.24797,71,East Bay
37.80893,-122.24797,37.80901,-122.24781,71,East Bay
37.80901,-122.24781,37.80905,-122.24772,71,East Bay
37.80905,-122.24772,37.80924,-122.24731,71,East Bay
37.80924,-122.24731,37.80946,-122.24693,71,East Bay
37.80946,-122.24693,37.80951,-122.24685,71,East Bay
37.80951,-122.24685,37.81003,-122.24621,148,East Bay
37.81003,-122.24621,37.8101,-122.24596,148,East Bay
37.8101,-122.24596,37.81025,-122.24553,148,East Bay
37.81025,-122.24553,37.81032,-122.24531,148,East Bay
37.81032,-122.24531,37.81048,-122.24484,148,East Bay
37.81048,-122.24484,37.81056,-122.2446,148,East Bay
37.81056,-122.2446,37.81092,-122.24356,148,East Bay
37.81092,-122.24356,37.81099,-122.24333,148,East Bay
37.81099,-122.24333,37.81102,-122.24324,148,East Bay
37.80124,-122.26282,37.8012,-122.26274,228,East Bay
37.8012,-122.26274,37.8012,-122.26269,228,East Bay
37.8012,-122.26269,37.80124,-122.26269,228,East Bay
37.80124,-122.26269,37.80132,-122.26264,228,East Bay
37.80438,-122.27135,37.80462,-122.27196,49,East Bay
37.80462,-122.27196,37.80484,-122.27252,49,East Bay
37.80484,-122.27252,37.80508,-122.27313,49,East Bay
37.80508,-122.27313,37.80524,-122.27352,49,East Bay
37.80524,-122.27352,37.80527,-122.27361,49,East Bay
37.80527,-122.27361,37.80531,-122.27372,49,East Bay
37.80531,-122.27372,37.80569,-122.27469,49,East Bay
37.80569,-122.27469,37.80573,-122.27479,49,East Bay
37.80573,-122.27479,37.80578,-122.27491,49,East Bay
37.80578,-122.27491,37.80616,-122.27587,49,East Bay
37.80616,-122.27587,37.8062,-122.27598,49,East Bay
37.8062,-122.27598,37.80625,-122.27609,70,East Bay
37.80625,-122.27609,37.80635,-122.27634,70,East Bay
37.80635,-122.27634,37.80647,-122.27665,70,East Bay
37.80647,-122.27665,37.80662,-122.27703,70,East Bay
37.80662,-122.27703,37.80666,-122.27714,70,East Bay
37.80666,-122.27714,37.80669,-122.27723,31,East Bay
37.80669,-122.27723,37.8067,-122.27724,31,East Bay
37.8067,-122.27724,37.8069,-122.27778,31,East Bay
37.8069,-122.27778,37.80718,-122.27859,31,East Bay
37.80718,-122.27859,37.80719,-122.2786,31,East Bay
37.80719,-122.2786,37.80722,-122.27868,31,East Bay
37.80722,-122.27868,37.80731,-122.27874,47,East Bay
37.80731,-122.27874,37.80761,-122.27951,47,East Bay
37.80761,-122.27951,37.80781,-122.28001,47,East Bay
37.80781,-122.28001,37.80793,-122.28029,47,East Bay
37.80793,-122.28029,37.80797,-122.28035,47,East Bay
37.80797,-122.28035,37.80817,-122.28072,47,East Bay
37.80817,-122.28072,37.80822,-122.28081,47,East Bay
37.80822,-122.28081,37.80831,-122.28078,20,East Bay
37.80831,-122.28078,37.80886,-122.28058,20,East Bay
37.80886,-122.28058,37.80933,-122.28041,20,East Bay
37.80933,-122.28041,37.8095,-122.28034,20,East Bay
37.8095,-122.28034,37.80957,-122.28032,20,East Bay
37.80957,-122.28032,37.80965,-122.28029,20,East Bay
37.80965,-122.28029,37.80983,-122.28022,21,East Bay
37.79201,-122.24795,37.79169,-122.24758,13,East Bay
37.79169,-122.24758,37.79127,-122.24711,13,East Bay
37.79127,-122.24711,37.79111,-122.24693,13,East Bay
37.79111,-122.24693,37.79054,-122.24629,13,East Bay
37.79054,-122.24629,37.79027,-122.24599,13,East Bay
37.79027,-122.24599,37.79019,-122.24589,13,East Bay
37.79019,-122.24589,37.78993,-122.24559,13,East Bay
37.78993,-122.24559,37.78985,-122.24554,13,East Bay
37.78985,-122.24554,37.79018,-122.24508,13,East Bay
37.79018,-122.24508,37.7904,-122.24478,13,East Bay
37.7904,-122.24478,37.79046,-122.24469,13,East Bay
37.79046,-122.24469,37.79052,-122.24458,13,East Bay
37.79052,-122.24458,37.79063,-122.24431,13,East Bay
37.79063,-122.24431,37.7908,-122.24391,13,East Bay
37.7908,-122.24391,37.79067,-122.24371,27,East Bay
37.79067,-122.24371,37.79063,-122.24363,27,East Bay
37.79063,-122.24363,37.79001,-122.24261,27,East Bay
37.79001,-122.24261,37.79018,-122.24245,45,East Bay
37.80432,-122.27119,37.80443,-122.27112,215,East Bay
37.80443,-122.27112,37.80523,-122.27062,215,East Bay
37.80523,-122.27062,37.80531,-122.27058,215,East Bay
37.80531,-122.27058,37.80537,-122.27063,179,East Bay
37.80537,-122.27063,37.80544,-122.27061,179,East Bay
37.80544,-122.27061,37.80607,-122.27046,179,East Bay
37.80607,-122.27046,37.8061,-122.27046,179,East Bay
37.8061,-122.27046,37.80617,-122.27044,169,East Bay
37.80617,-122.27044,37.80676,-122.27029,169,East Bay
37.80676,-122.27029,37.80683,-122.27027,169,East Bay
37.80683,-122.27027,37.80691,-122.27025,192,East Bay
37.80691,-122.27025,37.8072,-122.27018,192,East Bay
37.8072,-122.27018,37.80739,-122.27013,192,East Bay
37.80739,-122.27013,37.80753,-122.2701,192,East Bay
37.80753,-122.2701,37.8076,-122.27008,192,East Bay
37.8076,-122.27008,37.80807,-122.26996,192,East Bay
37.80807,-122.26996,37.80826,-122.26992,192,East Bay
37.80826,-122.26992,37.80829,-122.26993,113,East Bay
37.80829,-122.26993,37.80834,-122.26996,113,East Bay
37.80834,-122.26996,37.80837,-122.27,113,East Bay
37.80837,-122.27,37.80838,-122.27006,113,East Bay
37.80838,-122.27006,37.80845,-122.27002,92,East Bay
37.80845,-122.27002,37.80871,-122.26996,92,East Bay
